	FCBH/DBS	ISO	Language	Year	description	exist_API	exist_BibleIS
2487	LAORCL	lao	Lao	2011	Revised Common Language Lao Bible	False	False
2488	LAOSSR	lao	Lao	1990	Sam Siam New Testament	False	False
2489	LAOUBS	lao	Lao	2011	Lao Common Language Bible	True	True
2490	LSIBSM	lsi	Lashi	2009	Lacid Common Language Bible	True	True
2491	LATBSV	lat	Latin	0405	Biblia Sacra Vulgata	False	False
2492	LATCLV	lat	Latin	1598	Clementine Vulgate 1598	False	False
2493	LATGUT	lat	Latin	1454	Gutenberg Bible	False	False
2494	LATHEX	lat	Latin	1906	Hexaglot Bible	False	False
2495	LATNV1	lat	Latin	1979	Latin Neo-Vulgata	False	False
2496	LATVSB	lat	Latin	1590	Vulgata Sistina Latin Bible	False	False
2497	LAVLVR	lav	Latvian	1953	The New Testament and Portions in Latvian	False	False
2498	LAVNLI	lav	Latvian	2012	New Latvian Interconfessional Bible	False	False
2499	LAVRLB	lav	Latvian	1997	Revised Latvian Bible	False	False
2500	LAWNTM	law	Lauje		NTM Version	True	True
2501	CLETBL	cle	Lealao Chinantec	2008	Lealao Chinantec 2008 Edition	True	True
2502	LEWLAI	lew	Ledo Kaili	1999	Ledo Kaili 1999 Edition	True	True
2503	LGMLGM	lgm	Lega-Mwenga	2015	Kilega New Testament 1957	False	False
2504	AGBLNT	agb	Legbo	2016	New Testament in Legbo	False	False
2505	LLNCHD	lln	Lele	1998	Lele First Old Testament	False	False
2506	LEFTBL	lef	Lelemi	1995	Lelemi 1995 Edition	True	True
2507	LEGBSP	leg	Lengua	1995	The New Testament in Enhlit	False	False
2508	LEHLEH	leh	Lenje	2003	Holy Bible in Lenje	False	False
2509	LWWWBT	lww	Lewo	2016	2016 Edition	True	True
2510	LEZIBT	lez	Lezgi	2010	Bible Portions in Lezgi	False	False
2511	LEZIBTC	lez	Lezgi	2009	Children's Bible in Lezgi	False	False
2512	LHMLNT	lhm	Lhomi	1995	New Testament in Lhomi	False	False
2513	XPEBSL	xpe	Liberia Kpelle	2014	Kpelle Liberia 1967 Edition	False	False
2514	XPEUBS	xpe	Liberia Kpelle	1967	Liberian Kpelle New Testament	True	True
2515	LIFDEV	lif	Limbu	2009	New Testament in Limbu	False	False
2516	LIFWBT	lif	Limbu	2009	Limbu 2009 Edition	True	True
2517	LMPLNT	lmp	Limbum	2003	Limbum New Testament	False	False
2518	KMKWBT	kmk	Limos Kalinga	2003	New Testament in Kalinga, Limos	False	False
2519	LINBSC	lin	Lingala	1942	The New Testament in Lingala	False	False
2520	LINCLV	lin	Lingala	2000	Lingala Common Language Bible	False	False
2521	LINDRC	lin	Lingala	1982	1982 Byokant Ya Sika	False	False
2522	ONBNVS	onb	Lingao		Book of Luke	False	False
2523	LSDGEN	lsd	Lishana Deni	1983	Portions of the Bible in Lishana Deni	False	False
2524	LISTBS	lis	Lisu	1980	The Lisu Bible	False	False
2525	LISTCM	lis	Lisu	1938	Lisu North Thailand Christian Mission	True	True
2526	LZHANT	lzh	Literary Chinese	1864	Archimandrite Guri New Testament	False	False
2527	LZHBNT	lzh	Literary Chinese	1910	Innokenty (Figourovsky) New Testament (1910)	False	False
2528	LITBSL	lit	Lithuanian	1999	Lithuanian Bible, Ecumenical edition	False	False
2529	LITCHL	lit	Lithuanian	2007	Lithuanian Vaikams Children's Bible	False	False
2530	LITLIT	lit	Lithuanian	1547	Lithuanian Bible	False	False
2531	LITLNT	lit	Lithuanian	1993	Lithuanian New Testament	False	False
2532	LITLVK	lit	Lithuanian	1990	LVK Edition	True	True
2533	LOQWBT	loq	Lobala	2015	Lobala 2015 Edition	False	False
2534	LOBBSB	lob	Lobi	1984	Lobi 1984 Edition	True	True
2535	LOGLOG	log	Logo	2015	Logo New Testament	False	False
2536	RAGRNT	rag	Logooli	1925	New Testament in Lulogooli	False	False
2537	YAZTBL	yaz	Lokaa	1996	Lokaa 2006 Edition	True	True
2538	LOKNET	lok	Loko	1983	Loko New Testament	False	False
2539	LLGUBB	llg	Lole	2004	Rote Lole Bible	False	False
2540	YCLNVS	ycl	Central Yi	2018	NVS Version	True	True
2541	LOMBSL	lom	Loma	1971	Loma New Testament	True	True
2542	LOMLBS	lom	Loma	2011	Loma Bible Stories	False	False
2543	NGLLNT	ngl	Lomwe	1990	Lomwe New Testament	False	False
2544	NGLRLV	ngl	Lomwe	2017	2017 Edition	True	True
2545	UVLUVL	uvl	Lote	2009	The New Testament in Lote	False	False
2546	UVLWBT	uvl	Lote		2009 Edition	True	True
2547	NJHCLV	njh	Lotha Naga	2018	Common Language Version	False	False
2548	TACPBC	tac	Lowland Tarahumara	2008	Lowland Tarahumara 2008 Edition	True	True
2549	LOZBSZ	loz	Lozi	1951	Lozi 1951 Edition	True	True
2550	LEXWBT	lex	Luang	2014	Luang New Testament and Portions	True	True
2551	LUBDRC	lub	Luba-Katanga	2003	Luba-Katanga 2003 Edition	True	True
2552	LUBL96	lub	Luba-Katanga	1996	Luba-Katanga New Testament	False	False
2553	KNBTAP	knb	Lubuagan Kalinga	2013	2013 Edition	True	True
2554	LCHB63	lch	Luchazi	1963	Chiluchazi Bible (1963)	False	False
2555	LCHN35	lch	Luchazi	1935	Chiluchazi New Testament (1935)	False	False
2556	LGGFUL	lgg	Lugbara	1966	Lugbara 1966 Edition	False	False
2557	RUFPWW	ruf	Luguru	2014	The New Testament in Chilughuru	False	False
2558	LUMCBP	lum	Luimbi	1935	Chiluimbi Bible Portion	False	False
2559	DOPBSB	dop	Lukpa	1999	Lukpa 2001 Edition	True	True
2560	DOPN01	dop	Lukpa	2001	Lukpa 2001 Edition	False	False
2561	SMJLUL	smj	Lule Saami	1903	The New Testament in Lule Saami	False	False
2562	LUNBSZ	lun	Lunda	2003	The New Testament in Lunda	True	True
2563	LUNC18	lun	Lunda	1918	Chilunda New Testament (1918)	False	False
2564	LUNC62	lun	Lunda	1962	Chilunda Bible (1962)	False	False
2565	LNDBSM	lnd	Lundayeh	1982	Lun Bawang/Lun Dayeh Bible (1982)	True	True
2566	LUOLUO	luo	Luo	2000	Luo 1978 Edition	False	False
2567	LUOPRM	luo	Luo	2018	PRM Version	False	False
2568	LUOUBS	luo	Luo	1978	Luo New Testament (1978)	False	False
2569	LUSBIV	lus	Mizo		2005 Edition	True	True
2570	LUSBSI	lus	Mizo	1995	The Bible in Mizo	False	False
2571	LUSOVB	lus	Mizo	1959	Mizo Old Version Bible	False	False
2572	NDYBIV	ndy	Lutos	2014	The New Testament in Rito-Lutos	True	True
2573	LUEB55	lue	Luvale	1955	Chiluvale Bible (1955)	False	False
2574	LUEN28	lue	Luvale	1928	Chiluvale New Testament (1928)	False	False
2575	LWOWBT	lwo	Luwo	2003	Luwo 2003 Edition	True	True
2576	LEEWBT	lee	Lyélé	2001	Lyele 2001 Edition	True	True
2577	MHYLAI	mhy	Ma'anyan	1999	Ma'anyan 1999 Edition	True	True
2578	MHIBSU	mhi	Ma'di	1977	Ma'di 1977 Edition	True	True
2579	SNMNVS	snm	Southern Ma'di		Madi South	False	False
2580	FFMWBT	ffm	Maasina Fulfulde	2005	The New Testament in Maasina Fulfulde	False	False
2581	MFZBSS	mfz	Mabaan	2002	Mabaan 2002 Edition	True	True
2582	MCAWBT	mca	Maca	2013	The New Testament in Maca	False	False
2583	MKDDNT	mkd	Macedonian	1999	The Dynamic New Testament in Macedonian	False	False
2584	MKDMKV	mkd	Macedonian		Konstantinov	True	True
2585	MKDTBN	mkd	Macedonian	2004	New Testament in Macedonian	False	False
2586	JMCBST	jmc	Machame	2000	Machame 2000 Edition	True	True
2587	MCBTBL	mcb	Machiguenga	1997	Machiguenga 2011 Edition	True	True
2588	MCBWBT	mcb	Machiguenga	2008	New Testament in Machiguenga	False	False
2589	MPDNTM	mpd	Machinere	2008	2008 Edition	True	True
2590	MYYWBT	myy	Macuna	1989	New Testament in Macuna	True	True
2591	MBCWBT	mbc	Macushi	2013	The New Testament in Macushi	False	False
2592	MDAWBT	mda	Mada	1999	Mada (Nigeria) 1999 Edition	True	True
2593	MMXTBL	mmx	Madak	1995	The New Testament and Psalms in Madak	False	False
2594	MADIBS	mad	Madura	1994	Madurese Today's Madura Version, 1994	True	True
2595	MAFMNT	maf	Mafa	1989	The New Testament in Mafa	False	False
2596	SGBTBL	sgb	Mag-Anchi Ayta	2006	Mag-antsi Ayta 2006 Edition	True	True
2597	MAGSSI	mag	Magahi	2014	The New Testament in Magahi	True	True
2598	MAGSTY	mag	Magahi	2018	Magahi Storying	False	False
2599	XTMWBT	xtm	Magdalena Peñasco Mixtec	2013	New Testament in Mixtec, Magdalena Peñasco	False	False
2600	BFZBHM	bfz	Mahasu Pahari	2017	Mahasu Pahari New Testament, 2017	False	False
2601	BFZFBB	bfz	Mahasu Pahari	2017	Baghalaya Bible	False	False
2602	MZZWBT	mzz	Maiadomu	2010	The Gospel of Mark in Maiadomu	False	False
2603	KNHKNT	xkl	Kelinyau Kenyah	1971	Kenyah New Testament	False	False
2604	MAISTY	mai	Maithili	2018	Maithili Storying	False	False
2605	MAIWBT	mai	Maithili	2010	Maithili WBT Version	True	True
2606	MTITBL	mti	Maiwa	2011	The New Testament in Maiwa	False	False
2607	MTIWBT	mti	Maiwa		2011 Edition	True	True
2608	MPETBG	mpe	Majang	2010	Gospels in Majangir	False	False
2609	MCPWBT	mcp	Makaa	2014	The New Testament in Makaa	True	True
2610	MAKLAI	mak	Makasar	1999	Makasar Today's Makassar Version, 1999	True	True
2611	VMWNEW	vmw	Makhuwa	2016	Emakhuwa-Makuwana New Testament	False	False
2612	MGHPBT	mgh	Makhuwa-Meetto	2015	Makua New Testament 2015	True	True
2613	MGHWBT	mgh	Makhuwa-Meetto	2009	The New Testament in the Makhuwa-Meetto	False	False
2614	KDEMNT	kde	Makonde	2013	Makonde New Testament with Old Testament Portions	False	False
2615	KDEDVRP	kde	Makonde	2014	The Books of Genesis, Ruth, and Jonah in Makonde	False	False
2616	KDEDVRNT	kde	Makonde	2014	Makonde New Testament	False	False
2617	MLGDPV	mlg	Malagasy	1965	Malagasy Protestant Version	True	True
2618	MLGEIV	mlg	Malagasy	2003	Malagasy Interconfessional Version	True	True
2619	MLGMNT	mlg	Malagasy	1865	1865 Malagasy Bible	False	False
2620	MLGRCV	mlg	Malagasy	2003	Malagasy Roman Catholic Version	True	True
2621	MLGRPV	mlg	Malagasy		Revised Protestant Version	True	True
2622	LONEFB	lon	Malawi Lomwe	2014	Elhomwe Bible	False	False
2623	SWKBSM	swk	Malawi Sena	2004	Chisena New Testament	True	True
2624	ZLMABS	zlm	Malay	2011	Malay Bible	False	False
2625	ZLMAVB	zlm	Malay	2015	Malay Bible: Borneo Version	True	True
2626	ZLMCTX	zlm	Malay	2013	Malay New Testament (Contextualized)	False	False
2627	ZLMTMV	zlm	Malay	1987	Today's Malay Version	False	False
2628	MALETR	mal	Malayalam	2006	Malayalam Easy to Read Bible	False	False
2629	MALKCC	mal	Malayalam	1935	Kerala Catholic Church Version	False	False
2630	MALMOV	mal	Malayalam	1846	Malayalam Old Version	False	False
2631	MALNIB	mal	Malayalam	1997	New India Bible Version in Malayalam	False	False
2632	MALNIV	mal	Malayalam		Malayalam Contemporary Version	False	False
2633	MALOMB	mal	Malayalam	2016	Malayalam Bible	False	False
2634	MALTBK	mal	Malayalam	1910	The Book	False	False
2635	MALVSM	mal	Malayalam	2000	Revised Modern Malayalam Bible	False	False
2636	XMLSLS	xml	Malaysian Sign Language	2015	Malaysian Sign Language Bible Portions	False	False
2637	BFOBSB	bfo	Malba Birifor	1993	Malba Birifor 1993 Edition	True	True
2638	MDYBSE	mdy	Male	2007	Male (Ethiopia) 2007 Edition	True	True
2639	PQMJHN	pqm	Malecite-Passamaquoddy	1870	Gospel of John	False	False
2640	PQMPOR	pqm	Malecite-Passamaquoddy	1863	Bible Portions in Maliseet	False	False
2641	TCFNTP	tcf	Malinaltepec Tlapanec	1977	New Testament Portions in Me’phaa, Malinaltepec	False	False
2642	MBKWBT	mbk	Malol		Portions of the Bible in Malol	False	False
2643	MLTSNT	mlt	Maltese	1984	Sant Version	False	False
2644	MUPNLL	mup	Malvi	2012	Malvi 2012 Edition	True	True
2645	MAMBSG	mam	Northern Mam	2012	Mam Huehuetenango New Ortography	False	False
2646	MAMCOM	mam	Northern Mam	1998	Mam Central 2009 Edition	False	False
2647	MVCAEM	mvc	Central Mam	2008	AEM Version	False	False
2648	MVCNVS	mvc	Central Mam	2008	The New Testament in Central Mam	True	True
2649	MAMN93	mam	Northern Mam	1993	Mam 1993 Edition	False	False
2650	MAMS09	mms	Southern Mam	2009	Southern Mam 2009 Edition	False	False
2651	MMSBSG	mms	Southern Mam		2009 Edition	True	True
2652	MAMSBG	mam	Northern Mam	2000	Todos Santos Mam 1993 Edition	True	True
2653	MVJWBT	mvj	Todos Santos Cuchumatán Mam		2000 Edition	True	True
2654	MYKWBT	myk	Mamara Senoufo	2006	Mamara Senoufo 2006 Edition	True	True
2655	MQJLAI	mqj	Mamasa		2011 Edition	True	True
2656	MQJWBT	mqj	Mamasa	2011	The New Testament in Mamasa	False	False
2657	MGRBSZ	mgr	Mambwe-Lungu	2013	Mambwe-Lungu Bible 2005 Edition	True	True
2658	MAWWBT	maw	Mampruli	2001	Mampruli 2001 Edition	True	True
2659	XMMLAI	xmm	Manado Malay	2017	2017 Edition	True	True
2660	MVABTA	mva	Manam		1996 Edition	True	True
2661	MVAPNG	mva	Manam	1996	The New Testament in Manam	False	False
2662	MNCLBT	mnc	Manchu	1929	Lipovtsov-Borrow translation	False	False
2663	MHQHSS	mhq	Mandan	1905	Mandan Hymns and Scripture Portions	False	False
2664	CHNCNV	cmn	Mandarin Chinese	2018	Chinese New Version	False	False
2665	CMNARC	cmn	Mandarin Chinese	1879	The Gury Orthodox New Testament	False	False
2666	CMNCLB	cmn	Mandarin Chinese	1974	Chinese Living Bible	False	False
2667	CMNCOT	cmn	Mandarin Chinese	1902	Bible in plain Wenli	False	False
2668	CMNCSB	cmn	Mandarin Chinese	2011	Chinese Standard Bible	False	False
2669	CMNDLG	cmn	Mandarin Chinese	1855	Delegates Version	False	False
2670	CMNEMN	cmn	Mandarin Chinese	1885	English and Mandarin New Testament	False	False
2671	CMNERV	cmn	Mandarin Chinese	2004	Chinese Easy-to-Read Bible	False	False
2672	CMNMMV	cmn	Mandarin Chinese	1824	Morrison-Milne Version	False	False
2673	CMNNC2	cmn	Mandarin Chinese	1992	New Chinese Version (Simplified)	False	False
2674	CMNNCV	cmn	Mandarin Chinese	1992	New Chinese Version	False	False
2675	CMNNET	cmn	Mandarin Chinese	2012	Chinese New English Translation Bible	False	False
2676	CMNNLT	cmn	Mandarin Chinese	2006	Chinese New Living Translation	False	False
2677	CMNPCN	cmn	Mandarin Chinese	1870	New Testament (Peking Committee)	False	False
2678	CMNPTB	cmn	Mandarin Chinese	1999	Pastoral Bible	False	False
2679	CMNRMN	cmn	Mandarin Chinese	1813	New Testament of Robert Morrison	False	False
2680	CMNRVY	cmn	Mandarin Chinese	2003	Recovery Version	False	False
2681	CMNSBV	cmn	Mandarin Chinese	1968	Studium Biblicum Version	False	False
2682	CMNTCV	cmn	Mandarin Chinese	1979	Today's Chinese Version	False	False
2683	CMNTEM	cmn	Mandarin Chinese	2010	Chinese Contemporary Bible	False	False
2684	CMNUN1	cmn	Mandarin Chinese	1919	Chinese Union Version (Simplified)	False	False
2685	CMNUNV	cmn	Mandarin Chinese	1919	Chinese Union Version (Traditional)	False	False
2686	CMNNPSS	cmn	Mandarin Chinese	1996	CUV, New Punctuation, Shangti Edition (Simplified)	False	False
2687	CMNNPTS	cmn	Mandarin Chinese	1996	CUV, New Punctuation, Shangti Edition (Traditional)	False	False
2688	CMNRCUV	cmn	Mandarin Chinese	2010	Revised Chinese Union Version	False	False
2689	CMNNPSETS	cmn	Mandarin Chinese	1996	CUV, New Punctuation, Shen Edition (Traditional)	False	False
2690	CMNCUNPSSS	cmn	Mandarin Chinese	1996	CUV, New Punctuation, Shen Edition (Simplified)	False	False
2691	MJLOMB	mjl	Mandeali	2017	Mandeali Bible	False	False
2692	MANMBS	man	Mandingo	2011	Mandingo Bible Stories	False	False
2693	MNKBSG	mnk	Mandinka	2011	Mandinka 2011 Edition	True	True
2694	MMOWBT	mmo	Mangga Buang	1981	Mangga Buang 1981 Edition	True	True
2695	MQYIBS	mqy	Manggarai	2013	Manggarai New Testament	False	False
2696	MBHTBL	mbh	Mangseng	1991	The New Testament in Mangseng	True	True
2697	KNFWBT	knf	Mankanya	2014	The New Testament in Mankanya	False	False
2698	KNFWYI	knf	Mankanya		2014 Edition	True	True
2699	MEVBSL	mev	Mann	1978	The New Testament in Mano	True	True
2700	MEVMBS	mev	Mann	2011	Mano Bible Stories	False	False
2701	MSKWBT	msk	Mansaka	1975	The New Testament in Mansaka	False	False
2702	MSWMSW	msw	Mansoanka	2010	The Gospel of Luke	False	False
2703	GLVGLV	glv	Manx	1819	The Bible in Manx	False	False
2704	GLVJHN	glv	Manx	2014	Manx Gospel of John 1936	False	False
2705	GLVMSP	glv	Manx	1722	Manx Gaelic Scripture Portions	False	False
2706	GLV1768	glv	Manx	2015	Manx Metrical Psalms 1768	False	False
2707	MZJSIM	mzj	Manya		SIM Version	False	False
2708	MAOMAO	mri	Maori	1952	Te Kawenata Hou	False	False
2709	MLHPNG	mlh	Mape	2008	The New Testament in Mape	True	True
2710	MNMMNM	mnm	Mapena	1982	Mamanwa New Testament	False	False
2711	BZHPNG	bzh	Mapos Buang	2003	 Buang (Mapos) New Testament 2003	True	True
2712	BZHWBT	bzh	Mapos Buang	2013	Central/Mapos Buang New Testament	False	False
2713	ARNSBU	arn	Mapudungun	1997	Mapudungun UBS Edition	False	False
2714	NMABSI	nma	Maram Naga	2007	The New Testament in Maram Naga	False	False
2715	MRWNVS	mrw	Maranao	2013	Maranao 2013 Edition	True	True
2716	MAROLD	mar	Marathi	1940	Marathi Old Version Bible	False	False
2717	MAROMB	mar	Marathi	2016	Marathi Bible	False	False
2718	MARRVV	mar	Marathi	2018	RVV Version	False	False
2719	MARTBN	mar	Marathi	1978	New Testament in Marathi	False	False
2720	MARWTC	mar	Marathi	2006	Easy-to-Read Marathi Bible	True	True
2721	MPGBSC	mpg	Marba	1999	Azumeina Bible	False	False
2722	MRTBSN	mrt	Marghi Central	1985	The New Testament in Central Marghi	True	True
2723	QVMTBL	qvm	Margos-Yarowilca-Lauricocha Quechua	2003	Margos-Yarowilca-Lauricocha Quechua 2003 Edition	True	True
2724	DADWBT	dad	Marik	2011	Marik 2011 Edition	True	True
2725	ENBBTL	enb	Endo	2008	Markweeta 2008 Edition	True	True
2726	MAHABS	mah	Marshallese	1914	The New Testament in Marshallese	False	False
2727	MAHNKRM	mah	Marshallese	2009	The Words of Grace Marshallese Bible	False	False
2728	MHXBSM	mhx	Maru	2003	Maru 2003 Edition	True	True
2729	MHXM09	mhx	Maru	2009	Lhaovo Common Language Bible	False	False
2730	MYXBSU	myx	Masaba	2008	Masaaba 2008 Edition	True	True
2731	MASMAS	mas	Maasai	1991	Biblia Sinyati Version	False	False
2732	MASTBN	mas	Maasai	1923	New Testament in Maasai	False	False
2733	MCNABC	mcn	Masana	2001	The New Testament in Massana	True	True
2734	MSBWBT	msb	Masbatenyo	1993	The New Testament in Masbatenyo	False	False
2735	KLVWBT	klv	Maskelynes	2013	The New Testament in Maskelynes	True	True
2736	MFHWYI	mfh	Matal	1989	Matal 1989 Edition	True	True
2737	MBTWBT	mbt	Matigsalug Manobo	2010	The New Testament in Matigsalug Manobo	True	True
2738	ME1PNG	met	Mato		Wycliffe Bible Translators Version	True	True
2739	MCFWBT	mcf	Matsés	1993	The New Testament in Matsés	False	False
2740	MPHMPH	mph	Maung	2015	New Testament (Mark)	False	False
2741	MHLPNG	mhl	Mauwake	1998	Mauwake 1998 Edition	True	True
2742	MKETBN	mke	Mawchi	2005	New Testament in Mawchi	False	False
2743	MBLWBT	mbl	Maxakalí	1981	The New Testament in Maxakali	False	False
2744	YANBSN	yan	Mayangna	2000	The New Testament in Mayangna	False	False
2745	MFYWBT	mfy	Mayo	2014	Mayo WBT Version	True	True
2746	MDMWYI	mdm	Mayogo	2015	Mayogo New Testament	True	True
2747	IFUWPS	ifu	Mayoyao Ifugao	2004	Mayoyao Ifugao 2004 Edition	True	True
2748	MAASAV	maa	San Jerónimo Tecóatl Mazatec	2012	San Jerónimo Tecuanipan Mazatec 2011 (San Antonio)	True	True
2749	MZLBSM	mzl	Mazatlán Mixe	2005	The New Testament in Mazatlán Mixe	False	False
2750	MYBBSC	myb	Mbay	1980	The Bible in Mbay	False	False
2751	MQBWBT	mqb	Mbuko	2010	Mbuko 2010 Edition	True	True
2752	MHWT86	mhw	Mbukushu	1986	Thimbukushu New Testament & Psalms	False	False
2753	MNAPNG	mna	Mbula	1996	The New Testament in Mbula	False	False
2754	MCKCNT	mck	Mbunda	2006	Chimbunda New Testament	False	False
2755	GUNBGN	gun	Mbyá Guaraní	2004	The Bible in Mbya Guarani	False	False
2756	GUNWBT	gun	Mbyá Guaraní	2004	Guaraní Mnyá­ 2004 Edition	True	True
2757	BYVABC	byv	Medumba	1993	The New Testament in Medumba	True	True
2758	MEKPNG	mek	Mekeo	1998	The New Testament in Mekeo	True	True
2759	MEDPNG	med	Melpa	1995	Melpa 1995 Edition	True	True
2760	SIMPNG	sim	Mende	2005	Mende 2005 Edition	True	True
2761	MENBSL	men	Mende	2002	Mende (Sierra Leone) 2002 Edition	True	True
2762	MEETBL	mee	Mengen	2003	Mengen 2003 Edition	True	True
2763	MWVLAI	mwv	Mentawai	1993	Mentawai Today's Mentawai Version, 1993	True	True
2764	MCRPNG	mcr	Menya		Portions of the Bible in Menya	True	True
2765	MEQWBT	meq	Merey	2012	Merey 2012 Edition	True	True
2766	MERMER	mer	Meru	1964	2010 Edition	False	False
2767	MERUBS	mer	Meru	2010	Kimeru 2010 Edition	True	True
2768	SACSLC	sac	Mesquakie	2008	Selections from the Bible	False	False
2769	ACMAS3	acm	Mesopotamian Spoken Arabic	2005	Arabic Sharif (Iraqi) Version	True	True
2770	MGOMGO	mgo	Meta'	2013	Meta New Testament	False	False
2771	MXVNTP	mxv	Metlatónoc Mixtec	2012	New Testament Portions in Mixtec, Metlatónoc	False	False
2772	MXVWBT	mxv	Metlatónoc Mixtec	2017	2017 Edition	True	True
2773	MEJTBL	mej	Meyah	1997	Meyah WBT Version	True	True
2774	OTETBL	ote	Mezquital Otomi	1990	Mezquital Otomi 1990 Edition	True	True
2775	MICCBS	mic	Micmac	1999	The New Testament in Micmac	False	False
2776	MICGEP	mic	Micmac	1853	Genesis, Exodus and Psalms	False	False
2777	MICN71	mic	Micmac	1871	Micmac New Testament	False	False
2778	ZAMILM	zam	Miahuatlán Zapotec	1971	Miahuatlan Zapotec 1971 Edition	True	True
2779	MPTTBL	mpt	Mian	1986	Mian 1986 Edition	False	False
2780	MPTWBT	mpt	Mian		1986 Edition	True	True
2781	NCLTBL	ncl	Michoacán Nahuatl	1998	New Testament in Mixtec, Michoacán	False	False
2782	MPPWBT	mpp	Migabac	2013	Portions of the Bible in Migabac	False	False
2783	MIKSGN	mik	Mikasuki	1985	Stories from Genesis	False	False
2784	MNPMHB	mnp	Min Bei Chinese	1896	The Holy Bible in Northern Min	False	False
2785	MNPMKJY	mnp	Min Bei Chinese	1898	Kien-Yang Gospel of Mark (Romanised)	False	False
2786	MNPMTJD	mnp	Min Bei Chinese	1900	Kien-Yang Gospel of Matthew (Romanised)	False	False
2787	MNPMTJO	mnp	Min Bei Chinese	1900	Jian'ou New Testament (Romanised)	False	False
2788	MNPMTJY	mnp	Min Bei Chinese	1900	Kien-Yang Gospel of Matthew (Romanised)	False	False
2789	CDOMDC	cdo	Min Dong Chinese	1889	Eastern Min New Testament (Colloquial)	False	False
2790	CDOMDR	cdo	Min Dong Chinese	1889	Eastern Min New Testament (Romanised)	False	False
2791	MINLAI	min	Minangkabau	2010	Minangkabau Today's Minang Version, 2010	True	True
2792	MVNMNT	mvn	Minaveha	2008	The New Testament in Minaveha	False	False
2793	HTOWBT	hto	Minica Huitoto	1985	Minica Huitoto 1985 Edition	True	True
2794	MPXPNG	mpx	Misima-Paneati	1997	Misima-Paneati 1997 Edition	True	True
2795	MRGBSI	mrg	Miri	2001	The New Testament in Mising	False	False
2796	ZAWMVR	zaw	Mitla Zapotec	2006	Mitla Zapotec 2006 Edition	True	True
2797	MIXNTP	mix	Mixtepec Mixtec	1971	New Testament Portions in Mixtec, Mixtepec	False	False
2798	ZPMTBL	zpm	Mixtepec Zapotec	1998	The New Testament in Mixtepec Zapotec	True	True
2799	SOYSIM	soy	Miyobe	2011	Miyobe 2011 Edition	True	True
2800	MFQABT	mfq	Moba	2007	Moba Lok 2007 Edition	True	True
2801	MFQWBT	mfq	Moba	2008	Moba 2008 Edition	False	False
